"Product_ID","Product_Category_1","Product_Category_2","Product_Category_3","Total_Purchase","Num_Purchases"
"P00170842","2","5","0",260483,31
"P00170942","5","8","14",1042007,200
"P00171042","16","0","0",387737,24
"P00171142","8","0","0",12012,2
"P00171242","11","16","0",18111,5
"P00171342","13","16","0",131141,203
"P00171442","8","0","0",71610,10
"P00171542","2","5","14",2496901,260
"P00171642","5","8","14",908760,158
"P00171742","5","0","0",121042,24
"P00171842","8","14","0",513488,72
"P00171942","8","17","0",65983,9
"P00172042","2","8","0",72599,6
"P00172142","8","0","0",286986,36
"P00172242","7","0","0",54146,3
"P00172342","8","14","0",102912,17
"P00172442","5","0","0",17625,3
"P00172542","5","8","0",327485,52
"P00172642","8","0","0",2069,1
"P00172742","5","14","0",100494,17
"P00172842","3","4","0",2626353,260
"P00173042","13","15","16",347761,517
"P00173142","1","5","6",359902,24
"P00173242","5","0","0",1481746,283
"P00173342","1","6","14",6573477,446
"P00173442","8","13","0",507951,68
"P00173542","5","8","0",1309868,195
"P00173742","1","5","8",2547484,184
"P00173842","1","2","15",7446311,597
"P00173942","1","5","6",4638460,375
"P00174042","4","5","0",143119,62
"P00174142","3","4","9",1463931,197
"P00174242","15","16","0",4993697,317
"P00174342","8","0","0",184278,26
"P00174442","5","0","0",4818657,693
"P00174542","11","15","0",592956,141
"P00174642","8","14","17",145521,20
"P00174742","12","0","0",21005,20
"P00174842","17","0","0",1631889,152
"P00174942","18","0","0",39325,15
"P00175042","8","0","0",333455,45
"P00175142","8","0","0",10182,2
"P00175242","2","0","0",1628094,126
"P00175342","12","0","0",25398,22
"P00175442","8","0","0",67589,11
"P00175542","5","0","0",287934,41
"P00175642","8","0","0",491037,62
"P00175742","8","17","0",373546,48
"P00175842","5","0","0",265711,40
"P00175942","8","0","0",449850,61
"P00176042","8","17","0",940539,115
"P00176142","8","0","0",390959,51
"P00176242","8","0","0",475162,63
"P00176342","8","0","0",577597,72
"P00176442","8","0","0",210453,30
"P00176542","8","14","17",1669563,204
"P00176642","6","8","0",4623344,266
"P00176742","8","14","0",826642,104
"P00176842","12","14","0",585150,410
"P00176942","5","0","0",756827,114
"P00177042","8","0","0",882082,107
"P00177142","8","13","0",1498480,183
"P00177242","12","0","0",163087,125
"P00177342","8","0","0",2900551,355
"P00177442","1","6","8",7143085,451
"P00177542","1","8","0",8639834,561
"P00177642","8","0","0",1847933,244
"P00177742","8","0","0",2076242,263
"P00177842","8","0","0",2577248,347
"P00177942","5","8","0",1842717,293
"P00178042","8","14","0",2229617,303
"P00178142","8","17","0",2655712,338
"P00178242","8","0","0",5467073,684
"P00178342","8","0","0",2710131,352
"P00178442","5","0","0",837437,118
"P00178542","8","13","0",1220714,160
"P00178642","5","15","0",2381833,368
"P00178742","5","0","0",646349,100
"P00178842","2","4","9",3358947,288
"P00178942","5","8","0",5447776,802
"P00179042","11","0","0",473001,134
"P00179142","11","0","0",594809,146
"P00179242","11","0","0",452779,126
"P00179342","11","0","0",298463,97
"P00179442","11","0","0",353372,109
"P00179542","11","0","0",665388,147
"P00179642","11","0","0",319570,92
"P00179742","11","0","0",358521,115
"P00179842","11","0","0",302370,89
"P00179942","11","0","0",202165,67
"P00180042","11","0","0",217161,62
"P00180142","11","0","0",156937,45
"P00180242","11","0","0",160906,53
"P00180342","11","0","0",1568186,277
"P00180442","11","0","0",440583,103
"P00180542","11","0","0",180280,57
"P00180642","11","0","0",249264,66
"P00180742","11","0","0",205671,66
"P00180842","11","0","0",199150,53
"P00180942","11","0","0",80852,26
"P00181042","11","0","0",17241,7
"P00181142","11","0","0",18441,7
"P00181242","11","0","0",563707,133
"P00181342","11","0","0",234692,70
"P00181442","11","0","0",119511,38
"P00181542","11","16","0",2386214,427
"P00181642","11","16","0",389681,106
"P00181742","11","16","0",187372,63
"P00181842","11","0","0",2592558,437
"P00181942","11","0","0",155769,56
"P00182042","11","0","0",317385,75
"P00182142","1","5","6",13287646,871
"P00182242","1","5","6",7624520,550
"P00182342","1","5","6",5581731,443
"P00182442","5","11","0",2252732,390
"P00182542","5","11","0",913785,192
"P00182642","2","4","9",4363377,381
"P00182742","1","2","14",7155296,518
"P00182842","5","0","0",161233,34
"P00182942","6","8","10",66912,6
"P00183042","15","16","0",3690991,248
"P00183142","15","0","0",3597915,209
"P00183242","5","15","0",3650178,622
"P00183342","5","15","18",3450976,604
"P00183442","1","2","0",4532670,339
"P00183542","4","5","0",221891,101
"P00183642","4","5","9",463251,193
"P00183742","4","5","18",112463,60
"P00183842","4","9","12",186369,86
"P00183942","3","4","0",2974327,295
"P00184042","1","8","0",5782476,326
"P00184142","8","14","0",3080792,392
"P00184242","9","15","0",6120457,394
"P00184342","8","0","0",815054,118
"P00184442","1","6","8",5361572,413
"P00184542","8","13","0",479417,72
"P00184642","8","14","0",782317,113
"P00184742","11","16","0",406242,98
"P00184842","5","6","0",313372,73
"P00184942","1","8","17",23394426,1385
"P00185042","5","14","0",270408,44
"P00185142","4","5","0",36656,18
"P00185242","4","5","0",34917,20
"P00185342","3","4","0",781402,95
"P00185442","15","0","0",1803558,153
"P00185542","4","5","0",62815,30
"P00185642","4","5","0",74450,49
"P00185742","2","4","5",212802,18
"P00185842","4","5","15",212865,106
"P00185942","2","4","0",3773,1
"P00186042","4","5","0",130050,61
"P00186142","1","2","4",742436,73
"P00186242","4","5","0",174298,96
"P00186342","2","4","9",915588,87
"P00186442","5","0","0",111860,24
"P00186542","2","4","8",327685,29
"P00186642","2","4","15",3353886,290
"P00186742","4","0","0",18972,7
"P00186842","3","4","0",623084,66
"P00186942","5","12","0",124160,22
"P00187042","2","4","5",465237,52
"P00187142","2","4","5",448986,54
"P00187242","4","5","0",227926,110
"P00187342","4","5","15",302250,193
"P00187442","2","4","5",4942914,506
"P00187542","5","18","0",111981,22
"P00187642","2","4","0",72074,7
"P00187742","2","4","0",559826,51
"P00187842","1","16","0",5926108,424
"P00187942","4","8","0",320692,140
"P00188042","5","0","0",537855,103
"P00188142","7","0","0",25185,2
"P00188242","8","14","0",249769,38
"P00188342","8","14","0",20320,4
"P00188442","5","7","0",3171751,443
"P00188542","5","8","14",1683789,262
"P00188642","10","0","0",1247311,64
"P00188742","8","14","17",2465627,303
"P00188842","8","0","0",440273,57
"P00188942","8","0","0",565545,77
"P00189042","8","0","0",1061395,136
"P00189142","8","0","0",753618,98
"P00189242","5","0","0",772257,153
"P00189342","5","0","0",207082,34
"P00189442","8","0","0",78149,11
"P00189542","8","17","0",351611,47
"P00189642","8","13","0",2504571,333
"P00189742","2","4","0",805696,72
"P00189842","3","4","5",3561674,345
"P00189942","4","8","0",18372,7
"P00190042","3","4","5",4628627,445
"P00190142","3","4","5",5625175,550
"P00190242","4","5","0",369448,181
"P00190342","4","12","0",354264,140
"P00190442","4","12","0",84707,38
"P00190542","3","4","0",2897987,296
"P00190642","8","9","0",102892,14
"P00190742","3","4","9",3061506,309
"P00190842","2","5","12",2111966,253
"P00190942","3","4","0",1078009,126
"P00191042","3","4","0",1147031,123
"P00191142","4","15","0",220145,109
"P00191242","3","4","12",635777,91
"P00191342","2","4","9",1224247,138
"P00191442","1","2","15",4758846,394
"P00191542","4","5","0",124564,60
"P00191642","3","4","12",2532998,251
"P00191742","4","11","0",281680,110
"P00191842","4","5","0",94474,42
"P00191942","2","3","4",1250227,107
"P00192042","5","9","14",3740264,616
"P00192142","2","8","0",74164,6
"P00192242","3","4","5",955650,102
"P00192342","2","4","0",181072,19
"P00192442","8","0","0",188951,30
"P00192542","1","2","9",6597050,515
"P00192642","8","17","0",619717,94
"P00192742","11","16","0",432816,102
"P00192842","5","14","0",2939459,449
"P00192942","5","0","0",2014680,304
"P00193042","5","6","16",1074360,193
"P00193142","5","0","0",985649,176
"P00193242","6","8","0",2806228,197
"P00193342","11","16","0",132801,38
"P00193442","8","0","0",923539,128
"P00193542","1","2","0",8487748,592
"P00193642","2","3","4",2540065,231
"P00193742","8","15","0",1059258,141
"P00193842","11","16","0",1029909,188
"P00193942","11","0","0",304897,82
"P00194042","8","11","0",804934,138
"P00194142","11","16","0",529721,124
"P00194242","11","16","0",439526,119
"P00194342","3","4","0",859487,108
"P00194442","5","0","0",2108560,376
"P00194542","8","14","0",1716205,230
"P00194642","1","6","13",2814466,259
"P00194742","8","14","0",19944,3
"P00194842","5","0","0",111448,18
"P00194942","7","0","0",55208,4
"P00195042","6","8","14",2495652,158
"P00195142","8","0","0",91339,13
"P00195242","8","0","0",1211283,149
"P00195342","2","5","0",3171344,296
"P00195442","5","0","0",1598066,271
"P00195542","2","12","0",1351444,127
"P00195642","5","0","0",727000,128
"P00195742","3","4","0",2593443,254
"P00195842","3","4","8",1778075,173
"P00195942","3","4","0",1949280,184
"P00196042","4","9","15",872739,341
"P00196142","3","4","5",1964589,211
"P00196242","3","4","5",786619,101
"P00196342","2","9","14",1943638,181
"P00196442","5","0","0",2459969,379
"P00196542","5","8","14",2087951,354
"P00196642","8","14","0",1209279,194
"P00196742","8","0","0",607019,121
"P00196842","5","11","0",472505,91
"P00196942","5","11","0",203525,51
"P00197042","5","0","0",2364334,355
"P00197142","5","0","0",385164,71
"P00197242","4","5","0",60371,42
"P00197342","1","2","0",1121607,139
"P00197442","8","14","0",464632,82
"P00197542","5","0","0",863696,145
"P00197642","5","8","0",40176,6
"P00197742","14","0","0",138671,13
"P00197842","6","11","0",134713,11
"P00197942","6","11","0",1611746,115
"P00198042","11","16","0",2248365,382
"P00198142","2","4","9",4624289,390
"P00198242","2","4","9",767698,88
"P00198342","5","11","0",490477,105
"P00198442","8","0","0",61311,14
"P00198542","8","0","0",391987,58
"P00198642","8","14","0",540563,77
"P00198742","1","2","11",5535388,414
"P00198842","8","14","0",240877,40
"P00198942","5","0","0",350421,72
"P00199042","1","5","0",652349,66
"P00199142","5","8","14",613864,96
"P00199242","5","0","0",12309,2
"P00199342","2","9","15",680533,56
"P00199442","5","9","0",4796877,764
"P00199542","8","14","0",61949,7
"P00199642","16","0","0",1440467,90
"P00199742","5","16","0",249662,45
"P00199842","16","0","0",702001,48
"P00199942","16","0","0",345442,26
"P00200042","16","0","0",441762,31
"P00200142","16","0","0",965794,68
"P00200242","8","10","16",395011,56
"P00200342","16","0","0",1390988,85
"P00200442","13","16","0",54969,80
"P00200542","16","0","0",144861,9
"P00200642","10","16","0",5118748,250
"P00200742","13","16","0",9553,15
"P00200842","8","0","0",751072,137
"P00200942","3","0","0",121328,12
"P00201042","8","0","0",160283,28
"P00201142","5","0","0",8953,2
"P00201242","8","0","0",18501,3
"P00201342","1","2","9",5426735,403
"P00201442","1","6","8",8813687,569
"P00201542","5","0","0",432686,79
"P00201642","1","0","0",145566,15
"P00201742","8","0","0",77232,9
"P00201842","7","0","0",32918,2
"P00201942","8","0","0",8130,2
"P00202042","8","0","0",65669,9
"P00202142","8","16","17",937210,119
"P00202242","10","16","0",2302958,116
"P00202342","16","0","0",751557,48
"P00202442","5","0","0",83244,13
"P00202542","13","16","0",66945,87
"P00202642","8","0","0",28014,4
"P00202742","5","13","14",842794,115
"P00202842","6","16","0",93822,7
"P00202942","16","0","0",443880,29
"P00203042","16","0","0",103226,7
"P00203142","16","0","0",939164,60
"P00203442","5","14","0",38195,6
"P00203642","8","0","0",3882,1
"P00203742","13","16","0",2103,4
"P00203842","16","0","0",78973,6
"P00203942","5","0","0",5274,1
"P00204042","8","0","0",5937,1
"P00204142","16","0","0",194635,14
"P00204242","6","8","0",2543070,174
"P00204342","15","16","0",1753618,120
"P00204442","8","0","0",4000,1
"P00204542","8","0","0",20180,5
"P00204742","8","0","0",778529,108
"P00204842","8","0","0",149205,21
"P00204942","5","8","0",280506,41
"P00205042","5","8","0",322750,49
"P00205142","8","0","0",893547,126
"P00205242","5","0","0",343139,70
"P00205342","8","0","0",12147,3
"P00205442","5","8","14",2709192,411
"P00205542","5","14","0",14283,4
"P00205642","5","8","0",1702706,279
"P00205742","5","0","0",40706,8
"P00205842","5","0","0",1036669,188
"P00205942","5","8","14",3290568,467
"P00206042","5","0","0",628362,111
"P00206142","8","0","0",140406,23
"P00206242","5","0","0",6918,1
"P00206342","5","8","0",570453,105
"P00206442","1","5","9",2462200,237
"P00206542","8","0","0",4049,1
"P00206642","5","0","0",205277,43
"P00206742","11","15","0",48256,14
"P00206842","5","14","0",51565,9
"P00206942","1","0","0",15224,1
"P00207042","5","14","0",486355,96
"P00207142","1","6","0",251363,25
"P00207242","5","0","0",483672,80
"P00207342","5","8","14",901801,159
"P00207442","16","0","0",1196991,98
"P00207542","8","0","0",156270,32
"P00207642","2","5","0",245231,38
"P00207742","5","14","0",507330,99
"P00207842","13","16","0",22515,39
"P00207942","6","8","0",8465984,531
"P00208042","8","0","0",713249,127
"P00208142","8","0","0",278548,44
"P00208242","8","0","0",406475,60
"P00208342","1","16","0",4841404,347
"P00208442","1","2","15",500059,39
"P00208542","8","0","0",251479,34
"P00208642","8","0","0",3917,1
"P00208742","1","6","16",5962892,427
"P00208842","11","16","0",517654,131
"P00208942","6","0","0",807119,57
"P00209042","6","0","0",98379,7
"P00209142","5","8","0",1058968,166
"P00209242","8","0","0",154874,27
"P00209342","8","0","0",182574,23
"P00209442","8","0","0",138666,19
"P00209542","5","0","0",109493,23
"P00209642","15","16","17",2177708,144
"P00209742","1","11","15",5427661,370
"P00209842","5","8","0",3592071,522
"P00209942","5","8","0",280508,51
"P00210042","8","14","0",5369603,750
"P00210142","14","0","0",155511,15
"P00210242","8","0","0",82044,12
"P00210342","3","4","0",3152833,330
"P00210442","5","0","0",255193,38
"P00210542","5","0","0",305569,73
"P00210642","8","14","0",1109593,175
"P00210742","16","0","0",71236,8
"P00210842","5","0","0",7026,1
"P00210942","5","12","0",2329079,319
"P00211042","5","0","0",1156413,183
"P00211142","5","0","0",3824455,580
"P00211242","8","12","0",1286430,164
"P00211342","8","0","0",16044,2
"P00211442","8","0","0",102010,15
"P00211542","5","0","0",220273,50
"P00211642","1","8","0",197377,19
"P00211742","1","6","0",8233,1
"P00211942","8","0","0",460265,60
"P00212042","13","15","0",145160,220
"P00212142","8","0","0",1257608,168
"P00212242","8","0","0",2072111,255
"P00212342","8","0","0",331890,55
"P00212442","11","16","0",311097,86
"P00212542","8","14","0",840437,140
"P00212642","5","0","0",17599,4
"P00212742","5","0","0",1173190,170
"P00212842","8","16","0",496177,82
"P00212942","5","0","0",3911326,601
"P00213042","1","2","15",1806016,157
"P00213142","7","0","0",380382,23
"P00213242","5","8","0",4566123,604
"P00213342","5","0","0",363636,69
"P00213442","8","16","0",63057,11
"P00213542","11","0","0",205668,49
"P00213642","11","0","0",359503,82
"P00213742","8","0","0",2868234,338
"P00213842","7","0","0",766740,44
"P00213942","5","14","0",479381,86
"P00214042","6","8","0",50661,5
"P00214142","8","0","0",2190105,288
"P00214242","1","16","0",2335264,188
"P00214342","5","0","0",1163281,225
"P00214442","8","0","0",3894847,487
"P00214542","8","0","0",447121,68
"P00214642","11","13","16",567323,168
"P00214742","5","14","0",60106,12
"P00214842","14","0","0",2208715,176
"P00214942","8","0","0",143477,23
"P00215042","5","0","0",52564,8
"P00215142","8","0","0",4064,1
"P00215242","1","2","8",1309603,97
"P00215342","8","0","0",126427,18
"P00215442","15","16","0",2367979,165
"P00215542","1","0","0",633789,43
"P00215642","8","0","0",1279684,182
"P00215742","5","16","0",523086,83
"P00215842","5","0","0",56584,11
"P00215942","8","0","0",497323,59
"P00216042","5","8","0",3011876,443
"P00216142","1","16","0",7690343,535
"P00216242","3","4","5",552218,69
"P00216342","3","4","5",9435568,906
"P00216442","5","0","0",238559,45
"P00216542","8","0","0",929215,110
"P00216642","8","0","0",14061,2
"P00216742","5","0","0",2467178,363
"P00216842","8","0","0",484606,58
"P00216942","5","0","0",487337,88
"P00217042","8","0","0",175235,28
"P00217142","1","15","0",1986869,152
"P00217242","1","15","0",695517,66
"P00217342","1","15","0",767251,74
"P00217442","1","2","11",5496177,387
"P00217542","1","2","11",1560909,150
"P00217642","1","2","11",214308,34
"P00217742","5","14","0",2119210,406
"P00217842","1","2","8",1008138,72
"P00217942","5","0","0",2010018,315
"P00218042","5","0","0",642918,122
"P00218142","1","2","0",947233,92
"P00218242","5","8","0",683521,133
"P00218342","5","0","0",1058580,207
"P00218442","1","0","0",1976917,153
"P00218542","11","15","0",400120,90
"P00218642","5","0","0",1101203,204
"P00218742","5","0","0",475562,113
"P00218842","5","0","0",389347,105
"P00218942","5","0","0",327928,95
"P00219042","5","0","0",264736,81
"P00219142","5","0","0",201248,73
"P00219242","4","5","0",643140,275
"P00219342","5","14","0",305913,68
"P00219442","8","0","0",123733,33
"P00219542","5","6","0",583094,116
"P00219642","8","14","0",75723,11
"P00219742","6","11","16",1643880,148
"P00219842","5","0","0",1140074,174
"P00219942","6","16","0",6026860,393
"P00220042","5","8","0",409405,103
"P00220142","1","15","0",5468619,414
"P00220242","3","12","0",2897128,298
"P00220342","5","0","0",4487527,666
"P00220442","5","14","0",8870049,1224
"P00220542","8","0","0",44000,6
"P00220642","8","0","0",1513838,191
"P00220742","2","4","9",1063129,116
"P00220842","4","8","0",49243,24
"P00220942","18","0","0",441623,154
"P00221042","1","17","0",2336599,209
"P00221142","1","0","0",2809994,204
"P00221242","1","17","0",1443642,160
"P00221342","1","2","5",4558924,366
"P00221442","1","2","5",10418619,718
"P00221542","5","15","0",3309495,527
"P00221642","5","15","0",595424,129
"P00221742","1","8","0",2995267,236
"P00221842","1","8","0",2462315,220
"P00221942","1","8","0",2268144,215
"P00222042","1","8","0",1129319,140
"P00222142","5","13","0",1347590,235
"P00222242","1","2","13",2646921,201
"P00222342","8","14","0",52658,9
"P00222442","5","0","0",973625,176
"P00222542","5","8","0",183691,36
"P00222642","5","0","0",307371,56
"P00222742","8","16","0",248891,40
"P00222842","8","0","0",1727476,255
"P00222942","1","2","8",2749009,257
"P00223042","1","2","8",1202664,145
"P00223142","5","0","0",1677224,259
"P00223242","5","14","0",2658901,443
"P00223342","6","0","0",438244,30
"P00223442","5","8","14",81827,16
"P00223542","1","8","17",5585767,424
"P00223642","11","15","0",1066150,254
"P00223742","2","4","8",904109,99
"P00223842","2","4","8",778813,76
"P00223942","5","8","0",1395529,245
"P00224042","8","0","0",541364,86
"P00224142","8","0","0",2204522,330
"P00224242","8","0","0",184142,27
"P00224342","8","0","0",370224,63
"P00224442","5","0","0",397397,62
"P00224542","8","0","0",298626,41
"P00224642","8","16","0",7820,1
"P00224742","8","0","0",728726,101
"P00224842","8","0","0",156511,23
"P00224942","8","18","0",78287,13
"P00225042","8","0","0",617758,83
"P00225142","8","14","0",426068,62
"P00225242","5","8","0",22690,3
"P00225342","8","0","0",208580,38
"P00225442","16","0","0",353393,32
"P00225542","5","8","0",703374,132
"P00225642","11","15","0",325647,93
"P00225742","2","4","0",89548,19
"P00225842","2","4","15",1452215,204
"P00225942","11","0","0",266120,62
"P00226042","11","0","0",21481,8
"P00226142","8","9","0",651194,103
"P00226242","11","15","0",1276830,252
"P00226342","11","15","0",2950977,576
"P00226442","11","15","0",548941,158
"P00226542","1","5","0",1728302,133
"P00226642","5","6","0",327232,76
"P00226742","11","0","0",593156,127
"P00226842","11","0","0",232741,62
"P00226942","11","0","0",99583,30
"P00227042","11","0","0",63529,24
"P00227142","5","0","0",1451738,241
"P00227342","11","0","0",74424,24
"P00227442","8","0","0",26381,4
"P00227542","13","0","0",124712,168
"P00227642","1","5","14",1992840,185
"P00227742","5","14","0",1456600,252
"P00227842","2","5","0",5529303,498
"P00227942","2","5","0",1846995,209
"P00228042","5","0","0",285745,57
"P00228142","5","0","0",355303,86
"P00228242","8","0","0",1145160,172
"P00228342","1","13","16",1020358,79
"P00228442","1","17","0",1829216,142
"P00228542","2","0","0",153211,20
"P00228642","5","18","0",1654631,304
"P00228742","8","16","0",115306,25
"P00228942","8","14","0",118933,16
"P00229042","5","14","0",86134,15
"P00229142","5","11","16",77504,12
"P00229342","5","14","0",1156690,215
"P00229442","8","0","0",12026,3
"P00229542","1","5","0",43828,4
"P00229642","8","11","16",301699,40
"P00229742","1","16","0",5870240,430
"P00229842","5","14","0",268175,55
"P00229942","5","0","0",414875,83
"P00230042","8","0","0",126863,16
"P00230142","7","0","0",258184,16
"P00230242","3","15","0",533578,56
"P00230342","5","14","0",1139148,189
"P00230442","14","0","0",992783,89
"P00230542","5","15","0",200759,51
"P00230642","5","0","0",196327,33
"P00230742","5","0","0",309572,68
"P00230842","8","0","0",2593911,317
"P00230942","5","14","0",3007852,443
"P00231042","8","0","0",43453,5
"P00231142","5","8","0",520264,100
"P00231242","16","0","0",1872615,158
"P00231342","5","8","14",476669,78
"P00231442","5","0","0",152604,28
"P00231542","5","0","0",31734,7
"P00231642","5","14","0",7181,1
"P00231742","6","0","0",652847,41
"P00231842","8","0","0",89237,12
"P00231942","11","0","0",741913,163
"P00232042","11","0","0",206005,66
"P00232142","11","0","0",88375,31
"P00232242","11","0","0",92800,32
"P00232342","11","0","0",643153,139
"P00232442","5","0","0",943802,155
"P00232542","11","0","0",252221,51
"P00232642","8","0","0",537345,87
"P00232742","8","0","0",197922,39
"P00232842","8","0","0",212494,42
"P00232942","8","16","0",92154,21
"P00233042","1","8","0",1622006,141
"P00233142","1","11","15",686574,77
"P00233242","15","0","0",649392,67
"P00233342","1","15","16",4603116,342
"P00233442","1","2","15",4372245,326
"P00233542","1","15","0",8751007,608
"P00233642","1","15","0",2315521,194
"P00233742","1","15","0",1767672,159
"P00233842","1","15","0",2052531,186
"P00233942","1","15","0",2913496,242
"P00234042","1","0","0",74924,8
"P00234142","1","0","0",713781,65
"P00234242","8","0","0",43749,14
"P00234342","2","0","0",119883,17
"P00234442","7","0","0",37661,3
"P00234542","5","0","0",1979030,331
"P00234642","1","6","8",1009570,83
"P00234742","8","0","0",1938369,300
"P00234842","5","6","16",2343608,342
"P00234942","5","0","0",7120,1
"P00235042","8","0","0",58068,10
"P00235142","5","0","0",9238,3
"P00235242","8","0","0",499635,83
"P00235342","11","0","0",197863,56
"P00235442","1","15","0",849028,95
"P00235542","11","16","0",461365,88
"P00235642","8","16","0",669638,101
"P00235742","5","0","0",80630,19
"P00235842","11","15","16",605667,120
"P00235942","11","15","16",352856,75
"P00236042","5","0","0",267282,80
"P00236242","8","0","0",8223,2
"P00236342","5","14","0",605172,125
"P00236442","3","4","0",101525,14
"P00236542","8","11","0",612169,96
"P00236642","6","16","0",790338,64
"P00236742","8","0","0",19720,3
"P00236942","12","0","0",278499,201
"P00237042","3","4","0",161157,21
"P00237142","5","0","0",869674,155
"P00237242","1","6","0",887463,110
"P00237342","8","14","0",29949,4
"P00237442","8","14","0",352013,52
"P00237542","1","15","16",22454238,1335
"P00237642","5","14","0",2212624,374
"P00237742","8","0","0",135215,20
"P00237842","5","0","0",460048,98
"P00237942","8","0","0",544964,70
"P00238042","8","0","0",6529,2
"P00238142","5","8","0",82572,14
"P00238242","15","0","0",29922,2
"P00238342","8","0","0",121338,15
"P00238442","6","0","0",5632112,362
"P00238542","5","14","0",1843729,331
"P00238642","1","5","0",336711,29
"P00238742","13","0","0",82493,118
"P00238842","5","0","0",5142,1
"P00238942","8","14","0",147549,20
"P00239042","5","6","16",34023,8
"P00239142","5","0","0",274455,52
"P00239242","5","8","14",154631,33
"P00239342","8","0","0",123900,18
"P00239442","5","14","0",5380,1
"P00239642","5","0","0",118177,19
"P00239742","8","14","15",263923,35
"P00239842","5","8","0",525721,79
"P00239942","5","14","0",152781,35
"P00240042","5","0","0",1473467,267
"P00240142","5","0","0",5397665,782
"P00240242","1","15","16",2725909,217
"P00240342","2","15","0",16638,3
"P00240442","6","16","0",5231133,399
"P00240542","5","11","0",469564,101
"P00240642","8","0","0",369514,45
"P00240742","16","0","0",41269,4
"P00240842","8","0","0",274122,33
"P00240942","8","0","0",152866,21
"P00241042","8","0","0",602645,80
"P00241142","8","0","0",586525,73
"P00241242","1","11","15",1938369,159
"P00241342","1","11","15",226003,28
"P00241442","2","15","0",880152,88
"P00241542","1","6","0",3295608,310
"P00241642","1","2","11",6966581,537
"P00241742","5","0","0",172478,25
"P00241942","8","14","0",175259,24
"P00242042","8","14","0",258113,36
"P00242142","5","9","0",1244143,211
"P00242242","5","0","0",19102,4
"P00242342","8","0","0",366524,46
"P00242442","1","0","0",494595,40
"P00242542","5","8","14",147901,24
"P00242642","7","8","0",96737,7
"P00242742","1","2","9",15658962,1167
"P00242842","5","14","0",357360,77
"P00242942","8","0","0",172141,25
"P00243042","5","10","16",7218,2
"P00243142","8","0","0",33707,4
"P00243242","11","14","0",513196,95
"P00243342","11","0","0",250624,50
"P00243442","11","0","0",70032,15
"P00243542","11","0","0",36880,9
"P00243642","11","0","0",70384,17
"P00243742","11","0","0",101888,22
"P00243842","8","0","0",549657,88
"P00243942","1","2","15",8975212,652
"P00244042","1","2","15",5428798,445
"P00244142","1","2","15",2458820,272
"P00244242","1","2","15",1322867,176
"P00244342","11","0","0",709235,118
"P00244442","11","0","0",287908,54
"P00244542","11","0","0",71883,17
"P00244642","11","0","0",110055,22
"P00244742","11","0","0",1270501,215
"P00244842","11","0","0",170655,34
"P00244942","11","0","0",73215,17
"P00245042","11","0","0",227237,49
"P00245142","11","0","0",151490,34
"P00245242","11","0","0",105594,25
"P00245342","11","0","0",422697,73
"P00245442","11","0","0",61053,24
"P00245542","11","15","0",134708,33
"P00245642","5","11","12",3863231,662
"P00245742","15","0","0",105788,7
"P00245842","5","7","0",196821,34
"P00245942","15","0","0",1216190,72
"P00246042","15","0","0",654473,44
"P00246142","1","15","17",4610078,309
"P00246242","15","0","0",360932,25
"P00246342","11","15","0",1917137,322
"P00246442","15","0","0",527184,37
"P00246542","15","0","0",264500,18
"P00246642","15","0","0",393825,35
"P00246742","11","15","0",552874,144
"P00246842","17","0","0",613155,62
"P00246942","17","0","0",1301943,124
"P00247042","5","14","0",2490817,389
"P00247142","8","15","16",1293165,203
"P00247242","8","0","0",43277,5
"P00247342","8","0","0",72425,14
"P00247442","5","8","14",49390,8
"P00247542","8","16","0",958874,152
"P00247642","7","0","0",2081053,121
"P00247742","8","0","0",109997,17
"P00247842","8","14","0",8220,2
"P00247942","5","14","15",146120,22
"P00248042","8","0","0",376267,47
"P00248142","5","0","0",4766820,788
"P00248242","5","8","0",16252,3
"P00248342","8","13","0",2399588,305
"P00248442","3","4","0",2096718,218
"P00248542","8","16","0",2341015,368
"P00248642","7","0","0",275232,20
"P00248742","5","0","0",1513715,233
"P00248842","8","0","0",78423,13
"P00248942","1","6","14",9019317,552
"P00249042","7","0","0",1684371,106
"P00249142","5","0","0",2378750,429
"P00249242","8","0","0",30365,7
"P00249342","5","0","0",270375,40
"P00249442","5","8","14",159676,24
"P00249542","1","5","15",8818293,748
"P00249642","3","5","0",7087310,694
"P00249742","1","15","18",3943908,465
"P00249842","8","0","0",1206710,200
"P00250042","8","14","0",95690,16
"P00250142","8","0","0",20100,4
"P00250242","5","0","0",4806448,742
"P00250342","16","0","0",4860887,330
"P00250442","14","0","0",332977,22
"P00250542","4","5","0",250174,116
"P00250642","11","0","0",2973457,646
"P00250742","8","0","0",66297,11
"P00250842","8","0","0",3260000,509
"P00250942","11","16","0",745956,202
"P00251042","8","0","0",306085,46
"P00251142","5","14","0",55382,14
"P00251242","5","11","0",7885095,1149
"P00251342","5","11","0",1498761,292
"P00251442","5","0","0",1127597,200
"P00251542","11","16","0",946086,257
"P00251642","1","2","4",1626361,192
"P00251742","14","0","0",610398,44
"P00251842","1","15","16",3350206,300
"P00251942","1","2","5",5436043,456
"P00252042","5","14","0",1842704,335
"P00252142","8","0","0",380389,49
"P00252242","6","10","0",1156697,68
"P00252342","10","0","0",198921,12
"P00252442","8","0","0",1818419,229
"P00252542","8","0","0",899250,115
"P00252642","8","0","0",522544,77
