"User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Total_Purchase","Avg_Purchase","Max_Purchase","Min_Purchase","Num_Purchases"
"1003141","M","26-35","14","C","3","1",403639,13454.6333333333,19586,1894,30
"1003142","M","26-35","20","B","0","0",631016,11070.4561403509,21099,584,57
"1003143","F","51-55","16","C","1","1",939058,7452.84126984127,19313,561,126
"1003144","F","26-35","7","C","1","0",189015,11118.5294117647,20884,3213,17
"1003145","M","18-25","4","A","2","0",747567,10240.6438356164,21523,3879,73
"1003146","M","26-35","0","C","2","0",278776,8447.75757575758,19583,769,33
"1003147","M","26-35","14","C","0","0",1212404,9398.48062015504,20394,216,129
"1003148","M","18-25","20","C","3","0",611919,9869.66129032258,20132,1790,62
"1003149","M","18-25","4","C","1","0",223633,11770.1578947368,19435,5182,19
"1003150","F","26-35","3","C","4","1",298094,7643.4358974359,20939,746,39
"1003151","F","26-35","0","C","1","0",993361,11825.7261904762,23930,877,84
"1003152","M","18-25","4","A","3","0",144300,7215,15399,2998,20
"1003153","F","26-35","4","B","2","0",170582,6823.28,11543,3002,25
"1003154","F","26-35","4","A","0","0",1134554,10040.3008849558,20520,757,113
"1003155","M","26-35","7","A","1","0",493758,10733.8695652174,19634,1073,46
"1003156","M","36-45","7","C","3","0",352927,10694.7575757576,19703,4097,33
"1003157","M","26-35","12","C","2","0",950893,10224.6559139785,20044,769,93
"1003158","M","26-35","15","B","1","0",1814232,10547.8604651163,23047,1888,172
"1003159","F","26-35","15","B","1","0",1365363,9481.6875,20918,759,144
"1003160","M","26-35","17","C","3","0",218358,12131,23961,2183,18
"1003161","M","26-35","7","A","2","0",371849,9785.5,19707,3432,38
"1003164","M","18-25","12","B","2","0",83744,6978.66666666667,12848,2060,12
"1003165","M","36-45","7","A","0","1",218004,13625.25,20517,2212,16
"1003166","M","18-25","4","B","1","0",197305,10961.3888888889,20129,5141,18
"1003167","M","26-35","2","C","3","0",1433847,11290.1338582677,23942,568,127
"1003168","F","36-45","5","C","4","1",188131,9901.63157894737,20952,4145,19
"1003169","M","51-55","0","C","2","0",952915,13810.3623188406,23670,1563,69
"1003170","M","26-35","0","C","4","0",407838,9710.42857142857,19496,2781,42
"1003171","F","51-55","3","B","1","1",745039,10797.6666666667,23760,928,69
"1003172","M","18-25","12","A","0","0",516561,9746.43396226415,23160,749,53
"1003173","M","26-35","12","C","1","1",622551,12705.1224489796,23598,2071,49
"1003174","F","18-25","14","C","3","1",484536,9318,19583,1955,52
"1003175","M","36-45","16","A","1","0",461506,9614.70833333333,20909,3570,48
"1003176","M","26-35","17","C","4","1",115104,10464,19009,4093,11
"1003177","F","26-35","6","C","3","0",336353,10192.5151515152,20478,3463,33
"1003178","F","36-45","5","A","4","0",1063241,8644.23577235772,19652,1479,123
"1003180","M","26-35","14","B","1","0",1848916,6626.93906810036,20985,699,279
"1003181","M","26-35","12","C","4","0",156764,13063.6666666667,23708,1537,12
"1003182","M","26-35","12","A","2","1",2555959,7816.38837920489,21520,344,327
"1003183","M","51-55","7","C","4","1",637939,10126.0158730159,19142,746,63
"1003184","F","26-35","18","C","2","1",452921,8387.42592592593,20467,1429,54
"1003185","M","18-25","7","C","2","1",408265,9720.59523809524,20396,935,42
"1003186","M","51-55","1","A","3","0",204499,13633.2666666667,23585,758,15
"1003187","M","36-45","12","C","3","0",140569,11714.0833333333,19043,2075,12
"1003188","M","55+","13","A","4","1",142083,9472.2,19529,5195,15
"1003189","M","26-35","16","A","1","0",2376582,9105.67816091954,20370,1373,261
"1003190","M","0-17","17","C","2","0",255532,11110.0869565217,20803,3191,23
"1003191","M","26-35","12","B","4","0",2272130,9878.82608695652,20426,576,230
"1003192","M","18-25","4","C","1","1",1068663,12007.4494382022,23167,955,89
"1003193","M","26-35","0","C","4","1",965889,10061.34375,20668,1508,96
"1003194","M","26-35","15","C","2","0",193612,10756.2222222222,20519,1403,18
"1003195","M","18-25","4","B","4","0",1095336,10333.358490566,21311,758,106
"1003196","F","18-25","4","C","4","0",1051075,7101.85810810811,19335,777,148
"1003197","F","18-25","14","A","4","0",744523,9424.3417721519,23302,408,79
"1003198","M","26-35","12","A","1","0",421464,8429.28,19413,773,50
"1003199","M","18-25","0","B","2","0",608258,10309.4576271186,19664,1786,59
"1003200","F","26-35","1","B","4","0",783185,9106.8023255814,23480,571,86
"1003201","M","46-50","7","B","0","1",2368908,10210.8103448276,23782,570,232
"1003202","F","18-25","4","A","1","0",594595,9290.546875,20567,1369,64
"1003203","M","36-45","0","C","1","0",806486,10208.6835443038,20911,587,79
"1003204","M","46-50","16","B","3","1",269591,9296.24137931034,19618,2000,29
"1003205","F","36-45","16","B","1","0",1625181,9394.1098265896,20545,563,173
"1003206","M","18-25","20","C","2","0",515379,8312.56451612903,16961,3502,62
"1003207","M","36-45","7","A","0","0",653263,10536.5,20675,1442,62
"1003208","M","26-35","14","B","4","0",2009437,8891.31415929203,20570,566,226
"1003209","M","26-35","0","C","3","0",1048819,7945.59848484848,19699,2102,132
"1003211","M","51-55","16","B","4","0",421730,9168.04347826087,20343,1465,46
"1003212","F","26-35","17","A","1","0",104481,6965.4,19496,3613,15
"1003213","F","26-35","1","C","3","0",652429,9061.51388888889,20894,1802,72
"1003214","F","55+","7","A","2","0",183513,10195.1666666667,20550,5412,18
"1003215","F","51-55","13","B","2","1",147048,8649.88235294118,20577,1773,17
"1003216","M","36-45","1","B","1","0",1275779,7779.14024390244,23725,1484,164
"1003217","F","36-45","0","A","0","0",1841202,9442.06153846154,23414,579,195
"1003218","M","55+","6","C","4","1",251218,7388.76470588235,16444,3620,34
"1003219","F","18-25","4","C","1","0",656408,8991.8904109589,20457,2156,73
"1003220","M","36-45","7","B","0","1",292271,10078.3103448276,23414,767,29
"1003221","M","26-35","0","C","0","0",320183,13921,20285,2776,23
"1003222","M","36-45","7","C","4","1",167138,13928.1666666667,19615,6087,12
"1003223","M","26-35","20","A","1","1",325347,10167.09375,16821,3451,32
"1003224","F","26-35","14","A","3","1",5545982,9121.68092105263,23637,575,608
"1003225","M","18-25","0","C","1","0",136919,9127.93333333333,20946,2868,15
"1003226","M","36-45","4","A","1","1",717297,10705.9253731343,20314,2092,67
"1003227","F","26-35","14","A","2","0",1748410,8528.82926829268,23620,1412,205
"1003229","F","55+","1","B","3","0",879111,8618.73529411765,20928,766,102
"1003230","M","36-45","16","A","0","0",1014090,12217.9518072289,23871,400,83
"1003231","M","26-35","7","A","1","1",810444,9883.46341463415,19546,1395,82
"1003232","M","36-45","12","C","4","0",227036,5974.63157894737,15364,1722,38
"1003233","M","51-55","2","A","4","0",736928,8986.92682926829,20232,950,82
"1003234","F","0-17","0","B","1","0",80726,10090.75,18645,5912,8
"1003235","M","18-25","4","C","4","0",219359,10445.6666666667,20724,1587,21
"1003237","M","36-45","7","C","2","1",445785,9690.97826086957,20509,1538,46
"1003238","M","36-45","7","C","1","1",196176,12261,23429,5438,16
"1003239","F","26-35","12","C","3","0",361604,8409.39534883721,20706,1654,43
"1003240","M","18-25","4","B","1","0",615035,7687.9375,20343,1394,80
"1003241","F","51-55","0","C","0","1",210475,7795.37037037037,19386,2743,27
"1003242","M","51-55","13","C","4","1",1419222,13020.3853211009,20470,1631,109
"1003243","M","26-35","12","B","1","1",1423241,11206.6220472441,21040,2111,127
"1003244","F","18-25","4","C","2","0",131656,10127.3846153846,19515,3604,13
"1003245","M","18-25","2","C","0","1",301216,6845.81818181818,16615,1723,44
"1003246","F","36-45","1","B","1","1",980927,8243.08403361345,20635,556,119
"1003247","M","36-45","15","B","4","0",180620,13893.8461538462,16364,6875,13
"1003248","F","26-35","7","B","3","0",477628,8684.14545454545,23068,1719,55
"1003249","F","26-35","4","C","2","0",240279,8899.22222222222,19433,1522,27
"1003250","M","26-35","4","B","2","1",630939,8526.2027027027,20656,1509,74
"1003251","M","36-45","17","C","3","0",300983,10032.7666666667,21363,3107,30
"1003252","M","51-55","0","C","2","1",112978,7061.125,15405,1924,16
"1003253","F","36-45","4","B","3","0",710491,7983.04494382022,23233,2149,89
"1003254","F","36-45","6","C","1","1",87784,6270.28571428571,13156,1936,14
"1003255","F","26-35","15","C","1","1",162333,7730.14285714286,15817,754,21
"1003256","M","26-35","15","C","1","1",372594,11643.5625,20481,741,32
"1003257","M","26-35","14","C","1","0",531671,12364.4418604651,23654,585,43
"1003258","M","46-50","6","C","1","1",235744,9067.07692307692,20476,1530,26
"1003259","F","18-25","4","A","2","0",2276692,10688.6948356808,21299,775,213
"1003260","M","26-35","4","C","2","1",1208998,10422.3965517241,20677,1576,116
"1003261","M","46-50","20","B","1","1",2309239,8102.59298245614,20960,399,285
"1003262","M","26-35","14","B","2","1",373364,7044.60377358491,20838,1775,53
"1003263","M","51-55","11","A","4","0",859046,13216.0923076923,19703,1406,65
"1003264","F","26-35","1","C","0","1",75016,6251.33333333333,11957,3470,12
"1003265","M","26-35","15","A","1","0",2326082,8367.20143884892,20627,214,278
"1003266","F","26-35","4","A","0","0",999746,10523.6421052632,23442,753,95
"1003267","M","26-35","4","A","2","0",478432,8248.8275862069,20006,2134,58
"1003268","M","26-35","12","C","1","0",388016,10210.9473684211,20473,3465,38
"1003269","F","18-25","20","C","4","0",547676,10532.2307692308,19921,3457,52
"1003270","M","18-25","11","C","3","1",670791,10481.109375,23910,741,64
"1003272","M","36-45","0","B","1","0",4276830,9525.23385300668,20345,587,449
"1003273","M","36-45","7","B","1","0",126260,11478.1818181818,20525,5369,11
"1003274","M","26-35","20","C","4","0",1055869,10351.6568627451,20781,582,102
"1003275","M","36-45","7","B","2","0",55900,7985.71428571429,15562,1895,7
"1003276","M","26-35","20","B","2","1",105055,7003.66666666667,11436,3916,15
"1003277","M","26-35","17","A","4","0",878207,10709.8414634146,21555,1382,82
"1003278","M","36-45","7","A","1","1",189822,7030.44444444444,10081,3728,27
"1003279","M","46-50","15","C","4","1",508617,9082.44642857143,19607,215,56
"1003280","M","26-35","7","B","1","0",2460211,6872.09776536313,21316,370,358
"1003281","M","26-35","17","C","3","0",1208992,12999.9139784946,20466,5144,93
"1003282","M","46-50","3","A","4","1",154180,9636.25,19354,925,16
"1003283","M","36-45","16","C","0","1",1344362,9671.6690647482,21560,392,139
"1003284","M","26-35","6","A","1","1",210506,10525.3,19914,3676,20
"1003285","M","26-35","4","B","3","0",3157696,8996.2849002849,23558,409,351
"1003286","F","36-45","7","B","4","1",119485,7028.52941176471,15690,1395,17
"1003287","M","55+","13","C","1","1",87982,7331.83333333333,9927,933,12
"1003288","M","26-35","14","A","4","0",117226,10656.9090909091,19422,6078,11
"1003289","M","46-50","6","C","1","1",485779,10560.4130434783,20967,3746,46
"1003290","M","26-35","14","A","1","0",694116,7082.81632653061,23940,379,98
"1003291","F","26-35","7","B","4","0",55347,7906.71428571429,11746,5381,7
"1003292","F","51-55","6","B","3","0",4590941,9505.05383022774,23579,743,483
"1003293","M","46-50","14","B","2","1",215322,8612.88,16878,771,25
"1003294","M","18-25","4","B","3","0",705601,13066.6851851852,20526,940,54
"1003295","M","18-25","18","B","1","0",476316,11077.1162790698,20218,1883,43
"1003296","M","18-25","14","A","1","1",496764,10569.4468085106,21174,2775,47
"1003297","M","18-25","4","A","3","0",625667,8812.21126760563,20335,1415,71
"1003298","M","0-17","10","C","3","0",119683,9973.58333333333,18744,7152,12
"1003299","F","26-35","4","B","2","0",1630466,10127.1180124224,23557,942,161
"1003300","M","36-45","5","B","1","0",2165003,10212.2783018868,21046,557,212
"1003301","F","26-35","2","B","3","0",1608113,8692.5027027027,23955,386,185
"1003302","M","26-35","17","C","4","0",356788,9910.77777777778,19660,585,36
"1003303","M","55+","17","B","3","1",143104,11008,19291,6895,13
"1003304","F","46-50","5","B","1","1",889020,9165.15463917526,23322,755,97
"1003305","M","55+","20","C","0","0",684494,11601.593220339,20472,3634,59
"1003306","M","46-50","14","C","1","1",395675,13643.9655172414,23513,930,29
"1003307","M","51-55","6","C","1","1",97716,6979.71428571429,19339,768,14
"1003308","F","18-25","20","B","3","1",3328123,8278.91293532338,23220,374,402
"1003309","M","26-35","17","C","2","1",1449360,9290.76923076923,21006,773,156
"1003310","M","46-50","14","C","0","1",367187,10199.6388888889,20934,3526,36
"1003311","M","26-35","4","A","4","0",3848864,7373.30268199234,23368,378,522
"1003312","F","18-25","4","A","3","0",2779293,7531.9593495935,20257,396,369
"1003313","M","36-45","20","A","2","0",2706329,10329.5,20266,742,262
"1003314","M","26-35","7","C","2","0",1944926,11242.3468208092,21360,1417,173
"1003315","M","26-35","12","B","1","1",1131257,11312.57,20666,2029,100
"1003316","M","0-17","19","C","2","0",298755,12989.347826087,20027,1402,23
"1003317","M","26-35","4","A","4","1",789920,12342.5,23749,755,64
"1003318","M","55+","13","C","4","1",474009,11285.9285714286,23398,943,42
"1003319","F","55+","13","B","1","1",500079,7463.86567164179,20007,768,67
"1003320","M","26-35","1","B","1","1",2424621,8002.0495049505,19708,204,303
"1003321","M","36-45","1","A","1","0",345802,9605.61111111111,19606,2866,36
"1003322","F","18-25","4","B","2","0",306451,13323.9565217391,20566,1856,23
"1003323","M","36-45","14","C","2","1",547846,7826.37142857143,19965,1744,70
"1003324","M","36-45","17","C","1","0",169624,14135.3333333333,20857,8615,12
"1003325","F","36-45","14","C","2","1",108553,6385.47058823529,16932,1498,17
"1003326","M","46-50","7","C","3","1",250042,9617,20607,758,26
"1003327","M","18-25","12","B","4","0",1848924,10048.5,23262,555,184
"1003328","M","55+","19","C","2","1",1253477,7785.57142857143,20798,586,161
"1003329","M","51-55","18","B","1","1",654714,8729.52,21388,776,75
"1003330","F","36-45","1","C","2","1",87616,8761.6,15569,3666,10
"1003331","F","26-35","7","B","3","0",778083,10514.6351351351,20715,1392,74
"1003332","M","26-35","7","B","2","1",412415,7931.05769230769,20395,1479,52
"1003333","M","18-25","16","C","1","0",1009497,9706.70192307692,23713,720,104
"1003334","M","36-45","0","C","3","0",465851,9911.72340425532,20613,2287,47
"1003335","M","26-35","0","A","4","0",120413,8600.92857142857,15855,3742,14
"1003336","M","36-45","17","B","2","1",2598235,7257.63966480447,21319,205,358
"1003337","M","26-35","4","A","1","0",385617,10422.0810810811,23104,962,37
"1003338","M","46-50","16","C","3","1",155546,8186.63157894737,15432,3456,19
"1003339","M","26-35","17","C","0","0",430076,8959.91666666667,20250,1485,48
"1003340","M","46-50","16","C","1","1",804717,11334.0422535211,19590,5210,71
"1003341","M","26-35","20","B","4","0",865691,10958.1139240506,21425,561,79
"1003342","F","26-35","5","C","1","0",335517,8829.3947368421,20260,1976,38
"1003343","F","18-25","4","B","1","0",316426,10911.2413793103,19648,3649,29
"1003344","M","36-45","0","C","2","0",396916,11674,20609,749,34
"1003345","M","26-35","7","C","4","0",775654,9019.23255813953,15868,1517,86
"1003346","M","36-45","7","B","3","1",1116311,9792.20175438597,21352,759,114
"1003347","F","36-45","7","C","0","1",325166,11613.0714285714,20241,5145,28
"1003348","M","46-50","16","C","4","1",261208,10046.4615384615,19689,1414,26
"1003349","F","18-25","4","B","1","0",913332,11416.65,20408,732,80
"1003351","F","18-25","5","C","0","1",143868,11066.7692307692,19244,6137,13
"1003352","M","36-45","0","C","1","0",349885,6032.5,19346,1669,58
"1003353","M","36-45","17","A","3","0",1632812,12756.34375,20290,2812,128
"1003354","M","26-35","7","C","2","1",158363,11311.6428571429,23759,1406,14
"1003355","M","26-35","1","C","0","0",183681,10204.5,20217,4018,18
"1003356","M","36-45","7","C","2","1",1624486,11126.6164383562,23575,777,146
"1003357","M","26-35","18","C","2","1",401191,11144.1944444444,20310,5208,36
"1003358","F","26-35","1","B","3","0",1330512,10314.0465116279,20046,1390,129
"1003359","M","26-35","20","C","1","0",465202,9304.04,23773,189,50
"1003360","F","26-35","0","A","3","0",183508,7340.32,18676,1737,25
"1003361","M","26-35","4","B","0","0",1253816,12414.0198019802,20193,751,101
"1003362","F","26-35","0","C","2","1",329130,7002.76595744681,15897,2022,47
"1003363","F","36-45","9","B","2","1",1102136,7761.52112676056,20822,801,142
"1003364","M","55+","13","C","4","0",478885,8401.49122807018,20684,1823,57
"1003365","M","51-55","17","C","3","1",1796826,9765.35869565217,21314,769,184
"1003366","M","36-45","14","C","1","1",215286,12663.8823529412,19650,1962,17
"1003367","M","51-55","16","A","1","1",1991227,9713.30243902439,23238,590,205
"1003368","M","26-35","14","C","1","1",533461,10886.9591836735,19951,1989,49
"1003370","M","18-25","4","C","1","0",905378,8705.55769230769,23844,688,104
"1003371","M","26-35","2","A","3","0",2205965,8355.92803030303,23861,377,264
"1003372","M","55+","13","B","1","1",108499,9863.54545454545,18597,775,11
"1003373","M","18-25","16","C","4","0",184696,11543.5,19251,3892,16
"1003374","M","36-45","5","C","3","0",418092,9088.95652173913,20490,753,46
"1003375","M","26-35","4","C","4","1",128029,9848.38461538462,19413,757,13
"1003376","M","36-45","16","C","1","0",109808,8446.76923076923,19698,1649,13
"1003377","M","26-35","17","C","1","0",1249460,14038.8764044944,21285,951,89
"1003378","M","18-25","4","A","1","0",1099446,9011.85245901639,20746,1436,122
"1003379","M","36-45","1","A","1","0",140672,7815.11111111111,19009,2055,18
"1003380","M","51-55","0","B","2","1",2329013,9429.2024291498,23740,749,247
"1003381","M","26-35","0","C","1","1",128873,7159.61111111111,16553,583,18
"1003382","F","0-17","10","A","2","0",209385,7755,19323,1745,27
"1003383","M","55+","16","C","4","1",204184,9281.09090909091,20640,2246,22
"1003384","M","36-45","7","C","1","0",670152,9573.6,21311,2177,70
"1003385","F","26-35","9","C","1","0",187273,9856.47368421053,19593,5425,19
"1003386","M","18-25","4","B","3","0",618066,8240.88,20068,2025,75
"1003387","M","18-25","1","B","3","1",689259,8951.41558441558,20059,204,77
"1003388","F","26-35","1","A","4","0",89764,9973.77777777778,19589,5305,9
"1003389","M","18-25","0","A","0","0",2527465,8023.69841269841,20956,400,315
"1003390","F","46-50","20","C","1","1",965655,8941.25,23685,772,108
"1003391","M","18-25","4","A","0","0",6364062,9317.80673499268,23883,185,683
"1003392","M","51-55","6","C","1","1",141807,8341.58823529412,20638,2088,17
"1003393","M","36-45","12","C","3","1",1276556,9386.44117647059,23267,401,136
"1003394","M","36-45","7","B","4","0",2167785,10948.4090909091,23779,770,198
"1003395","M","26-35","7","A","1","0",312913,9778.53125,20788,1625,32
"1003396","M","26-35","12","B","4","0",195736,11513.8823529412,19423,3611,17
"1003397","M","26-35","5","B","0","0",160401,11457.2142857143,20545,4241,14
"1003398","M","18-25","20","C","4","1",228189,8776.5,20440,3182,26
"1003399","M","26-35","4","C","1","0",784769,11210.9857142857,19502,1461,70
"1003400","M","26-35","14","C","4","1",1595820,14248.3928571429,20593,4041,112
"1003401","M","36-45","7","B","1","0",3424073,7443.63695652174,23365,387,460
"1003402","M","36-45","20","B","4","0",1557427,9215.54437869823,23636,953,169
"1003403","M","36-45","5","C","1","0",1404144,12426.0530973451,21030,3019,113
"1003404","M","26-35","8","A","1","0",228474,14279.625,20731,6914,16
"1003405","M","36-45","14","B","4","0",191203,11950.1875,23234,3476,16
"1003406","F","26-35","7","C","4","0",235990,10260.4347826087,19693,1826,23
"1003407","F","46-50","5","C","1","0",125919,11447.1818181818,20706,5786,11
"1003408","M","26-35","17","C","1","0",613528,10398.7796610169,19639,730,59
"1003409","M","26-35","4","C","4","1",306391,12766.2916666667,20648,561,24
"1003410","M","36-45","1","B","3","1",3072897,7759.84090909091,23906,209,396
"1003411","M","18-25","4","A","4","0",1406504,7602.72432432432,19598,367,185
"1003412","M","26-35","18","C","1","0",1646110,10974.0666666667,23316,575,150
"1003413","F","26-35","17","B","2","0",567740,9307.2131147541,23469,930,61
"1003414","M","26-35","17","C","1","1",2391833,14322.3532934132,23625,1537,167
"1003415","M","36-45","7","C","0","0",856280,10193.8095238095,23800,950,84
"1003416","M","26-35","12","B","4","1",2969048,10641.7491039427,23622,383,279
"1003417","F","18-25","2","C","2","1",453470,8720.57692307692,23630,1387,52
"1003418","F","18-25","3","C","4","0",939306,8778.56074766355,20829,957,107
"1003419","M","46-50","1","B","1","1",728652,11752.4516129032,21537,952,62
"1003420","F","26-35","7","A","3","0",1138205,10162.5446428571,23424,745,112
"1003421","M","46-50","7","B","3","1",153264,9579,19185,1382,16
"1003422","M","26-35","5","B","2","0",1387763,6769.5756097561,23512,574,205
"1003423","M","26-35","7","C","2","0",1705179,10089.8165680473,20464,1382,169
"1003424","M","26-35","6","C","1","1",433027,10825.675,20460,761,40
"1003425","M","18-25","20","A","1","0",2441974,9320.51145038168,23934,204,262
"1003426","M","26-35","20","B","1","0",839350,12717.4242424242,23609,393,66
"1003427","M","26-35","14","C","2","0",322187,12391.8076923077,20922,3627,26
"1003428","M","46-50","1","C","4","1",807125,8773.09782608696,20594,942,92
"1003429","F","26-35","7","B","1","1",172328,8616.4,18314,1726,20
"1003430","F","46-50","1","B","1","1",1788552,8204.36697247706,21052,746,218
"1003431","F","46-50","6","B","1","1",314323,10477.4333333333,19392,2080,30
"1003432","M","26-35","12","C","4","0",642383,9446.80882352941,19565,3446,68
"1003433","M","18-25","12","A","1","0",328368,7297.06666666667,19602,929,45
"1003434","M","18-25","4","B","1","0",1065994,10450.9215686275,23095,398,102
"1003435","M","46-50","1","B","3","0",690771,9729.16901408451,19585,961,71
"1003436","M","36-45","0","C","1","0",1115709,10330.6388888889,21179,773,108
"1003437","F","26-35","0","C","2","1",216272,8650.88,13195,6894,25
"1003438","F","26-35","0","C","0","1",424782,8669.02040816327,19456,1530,49
"1003439","M","18-25","17","C","3","0",669774,12177.7090909091,19681,3542,55
"1003440","M","55+","17","C","3","0",169673,15424.8181818182,20379,6079,11
"1003441","F","26-35","14","A","2","0",1440838,8049.37430167598,20899,714,179
"1003442","M","18-25","12","B","3","0",1051270,9733.98148148148,23586,754,108
"1003443","F","36-45","17","C","1","0",192872,12858.1333333333,23900,5371,15
"1003444","M","51-55","14","C","1","1",537842,7683.45714285714,23824,1747,70
"1003445","F","36-45","20","C","1","0",763372,10178.2933333333,21522,740,75
"1003446","M","26-35","7","C","1","0",171244,9012.84210526316,19011,4480,19
"1003447","M","26-35","12","B","0","0",498111,11859.7857142857,21254,2002,42
"1003448","F","18-25","3","A","4","0",155336,11095.4285714286,19107,4229,14
"1003449","M","26-35","14","B","3","0",463702,11889.7948717949,23427,3475,39
"1003450","M","26-35","5","B","3","0",1059214,9717.55963302752,20632,209,109
"1003451","F","26-35","11","A","0","0",280523,8250.67647058824,16556,2172,34
"1003452","M","26-35","14","C","1","1",594049,11880.98,20362,960,50
"1003453","M","36-45","7","C","1","0",1633716,9026.05524861878,19375,401,181
"1003454","M","18-25","0","A","1","1",1807168,9561.73544973545,23337,372,189
"1003455","F","26-35","0","C","2","0",131674,9405.28571428571,20321,3649,14
"1003456","M","26-35","17","C","3","0",421778,14059.2666666667,21447,942,30
"1003457","M","26-35","20","C","1","0",816038,9168.96629213483,23363,1540,89
"1003458","M","46-50","0","C","1","0",838688,8646.26804123711,20359,398,97
"1003459","M","18-25","4","C","0","0",184355,10844.4117647059,19518,1449,17
"1003460","M","0-17","4","B","1","0",536328,12472.7441860465,23853,962,43
"1003461","M","36-45","0","C","0","0",350174,17508.7,19645,8584,20
"1003462","F","26-35","4","B","3","0",2386736,7749.14285714286,20959,757,308
"1003463","M","26-35","15","C","2","1",165930,8733.15789473684,20580,752,19
"1003464","F","26-35","14","B","4","1",1917572,8960.61682242991,20598,202,214
"1003465","M","26-35","14","C","3","1",382043,11577.0606060606,19434,1845,33
"1003466","M","26-35","14","B","1","0",280494,10788.2307692308,20457,5404,26
"1003467","M","26-35","14","A","1","1",345564,11518.8,20391,3111,30
"1003468","M","26-35","20","C","2","1",337250,9635.71428571429,23598,938,35
"1003469","M","46-50","17","B","3","1",2607129,10264.2874015748,23422,769,254
"1003470","M","36-45","17","C","1","0",395633,8991.65909090909,20667,752,44
"1003471","M","18-25","4","A","1","0",3884082,8536.44395604396,20648,565,455
"1003472","M","26-35","6","C","2","1",262065,10482.6,20912,2172,25
"1003473","F","36-45","16","A","1","1",735171,8752.03571428571,20634,388,84
"1003474","M","36-45","11","C","4","1",1143378,10786.5849056604,23815,932,106
"1003475","M","26-35","14","A","1","0",2466263,7127.92774566474,20682,392,346
"1003476","M","51-55","0","B","2","1",2373892,6468.37057220708,23671,217,367
"1003477","F","51-55","1","A","1","1",573707,7752.7972972973,16257,1032,74
"1003478","M","26-35","7","A","1","1",323531,7033.28260869565,23305,406,46
"1003479","M","18-25","4","C","2","0",505866,9197.56363636364,21440,1719,55
"1003480","M","26-35","0","C","0","0",294886,10531.6428571429,19696,754,28
"1003481","M","18-25","4","B","1","1",815361,10066.1851851852,20623,386,81
"1003482","M","51-55","17","C","2","1",439972,11891.1351351351,20632,925,37
"1003483","F","46-50","7","B","0","1",3936053,10276.9007832898,20848,559,383
"1003484","M","18-25","4","C","1","0",721618,7216.18,19654,780,100
"1003485","M","26-35","0","B","3","0",261697,10904.0416666667,20398,5315,24
"1003486","F","18-25","0","A","1","0",397021,8102.4693877551,16445,1053,49
"1003487","M","18-25","4","A","1","1",1413005,9057.72435897436,23908,382,156
"1003488","M","46-50","17","B","3","1",141758,10125.5714285714,15861,1435,14
"1003489","M","18-25","4","A","1","0",392672,7699.45098039216,19705,1698,51
"1003490","M","26-35","0","C","4","1",1213998,9869.90243902439,23671,400,123
"1003491","M","26-35","16","B","1","0",3898870,9845.63131313131,20632,559,396
"1003492","M","36-45","7","B","2","0",287770,7777.56756756757,20011,1043,37
"1003493","M","26-35","17","C","1","0",866506,10194.1882352941,19402,710,85
"1003494","M","26-35","1","C","0","1",127886,9837.38461538462,16255,3761,13
"1003495","M","18-25","4","B","0","0",89900,9988.88888888889,15759,5202,9
"1003496","M","36-45","5","C","2","1",127898,7523.41176470588,15532,1430,17
"1003497","F","36-45","2","A","2","0",627822,11211.1071428571,23166,3671,56
"1003498","M","26-35","17","C","3","0",577950,8891.53846153846,20548,740,65
"1003499","M","26-35","3","A","2","0",2696420,10742.7091633466,23648,1682,251
"1003500","M","36-45","7","C","1","1",352798,9284.15789473684,19647,782,38
"1003501","F","36-45","7","C","1","0",1044067,9943.49523809524,23887,743,105
"1003502","F","18-25","7","C","4","1",248169,11280.4090909091,20960,5181,22
"1003503","M","18-25","4","B","0","0",2842773,10647.0898876404,23154,745,267
"1003504","M","18-25","7","B","1","0",915448,8555.58878504673,20518,754,107
"1003505","F","26-35","15","A","0","1",566782,9943.54385964912,23948,1736,57
"1003506","M","18-25","12","C","1","0",393691,11930.0303030303,20337,5171,33
"1003507","M","26-35","0","A","3","0",4435526,8546.29287090559,23836,384,519
"1003508","M","18-25","4","C","0","1",278729,12118.652173913,19578,1488,23
"1003509","M","18-25","4","A","0","0",2048800,8755.55555555555,23388,399,234
"1003510","F","18-25","4","B","1","1",313015,10097.2580645161,19642,2736,31
"1003511","M","51-55","0","C","2","1",1500495,12400.7851239669,23958,2134,121
"1003512","M","18-25","17","A","2","0",2240257,9614.83690987124,20542,1091,233
"1003513","M","26-35","16","C","1","0",1437699,9042.1320754717,20555,1922,159
"1003514","M","18-25","12","C","1","0",428796,10994.7692307692,20333,941,39
"1003515","M","36-45","3","C","0","0",477088,9939.33333333333,20882,772,48
"1003516","M","18-25","4","C","0","0",851352,10641.9,22871,591,80
"1003517","M","18-25","12","C","3","0",601713,9551,19670,1728,63
"1003518","F","18-25","7","A","2","0",2247700,8233.33333333333,20949,1373,273
"1003519","F","26-35","14","A","1","1",2650369,7182.57181571816,19685,583,369
"1003521","M","26-35","0","B","3","0",1867212,8526.08219178082,23620,590,219
"1003522","M","18-25","0","C","2","0",442797,12651.3428571429,20420,1426,35
"1003523","M","36-45","7","C","0","0",232658,11632.9,20560,2274,20
